numero_dpe,date_etablissement_dpe,date_fin_validite_dpe,etiquette_dpe,etiquette_ges,type_batiment,periode_construction,surface_habitable_logement,nom_commune_ban,code_insee_ban,conso_5_usages_par_m2_ep,type_parc,station
2473E0869099V,2024-03-11,2034-03-10,E,C,appartement,2001-2005,61.6,Bourg-Saint-Maurice,73054,295.4,existant,Les Arcs / Bourg-Saint-Maurice
2673E0945413B,2026-04-03,2036-04-02,E,D,appartement,1948-1974,43.1,La Plagne Tarentaise,73150,345.0,existant,La Plagne
2673E0953901N,2026-04-05,2036-04-04,F,C,maison,avant 1948,41.1,La Plagne Tarentaise,73150,455.0,existant,La Plagne
2673E0952712U,2026-04-04,2036-04-03,D,D,appartement,1989-2000,120.3,Bourg-Saint-Maurice,73054,147.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0954226A,2026-04-05,2036-04-04,C,C,appartement,2013-2021,32.7,La Plagne Tarentaise,73150,125.0,existant,La Plagne
2673E0925073T,2026-04-01,2036-03-31,B,A,appartement,1989-2000,66.9,Val-D-Isère,73304,97.7,existant,Val d'Isère
2673E0955770K,2026-04-06,2036-04-05,F,C,appartement,avant 1948,16.2,Val-D-Isère,73304,490.0,existant,Val d'Isère
2673E0951691N,2026-04-04,2036-04-03,E,C,appartement,1978-1982,26.1,Bourg-Saint-Maurice,73054,319.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0954185L,2026-04-05,2036-04-04,E,B,appartement,2006-2012,43.4,La Plagne Tarentaise,73150,263.0,existant,La Plagne
2673E0913134O,2026-04-01,2036-03-31,G,C,appartement,1983-1988,15.0,Bourg-Saint-Maurice,73054,665.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0924339N,2026-04-01,2036-03-31,B,A,appartement,1989-2000,33.6,Val-D-Isère,73304,92.3,existant,Val d'Isère
2173E0296143Y,2021-09-10,2031-09-09,E,C,appartement,avant 1948,23.0,Bourg-Saint-Maurice,73054,361.4,existant,Les Arcs / Bourg-Saint-Maurice
2573E3608469G,2025-11-17,2035-11-16,D,B,appartement,après 2021,116.3,Val-D-Isère,73304,185.7,existant,Val d'Isère
2673E0954086Q,2026-04-05,2036-04-04,E,C,appartement,2001-2005,55.2,Bourg-Saint-Maurice,73054,332.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0952939N,2026-04-04,2036-04-03,E,C,appartement,1978-1982,13.2,Bourg-Saint-Maurice,73054,473.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0937066A,2026-04-02,2036-04-01,E,C,appartement,1948-1974,99.9,Sainte-Foy-Tarentaise,73232,371.0,existant,Sainte-Foy
2673E0947097V,2026-04-03,2036-04-02,F,C,appartement,1975-1977,33.2,Peisey-Nancroix,73197,443.1,existant,Peisey-Vallandry
2673E0900896W,2026-03-31,2036-03-29,C,A,maison,2001-2005,363.5,Sainte-Foy-Tarentaise,73232,157.0,existant,Sainte-Foy
2673E0910451J,2026-03-31,2036-03-29,E,B,appartement,1989-2000,23.4,La Plagne Tarentaise,73150,308.0,existant,La Plagne
2673E0926289N,2026-04-02,2036-04-01,D,B,appartement,1948-1974,21.0,Bourg-Saint-Maurice,73054,273.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0951602C,2026-04-04,2036-04-03,E,B,appartement,1989-2000,70.1,Val-D-Isère,73304,256.0,existant,Val d'Isère
2673E0954065V,2026-04-05,2036-04-04,E,B,appartement,2013-2021,42.2,Bourg-Saint-Maurice,73054,277.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0924890S,2026-04-01,2036-03-31,B,A,appartement,1989-2000,68.5,Val-D-Isère,73304,96.9,existant,Val d'Isère
2573E1610932X,2025-05-15,2035-05-14,D,A,appartement,1948-1974,34.9,La Plagne Tarentaise,73150,224.0,existant,La Plagne
2573E1409395M,2025-04-25,2035-04-24,E,C,appartement,1978-1982,27.8,La Plagne Tarentaise,73150,374.6,existant,La Plagne
2673E0910615R,2026-03-31,2036-03-29,G,G,appartement,1948-1974,35.7,Val-D-Isère,73304,423.0,existant,Val d'Isère
2673E0938360U,2026-04-02,2036-04-01,D,B,appartement,1978-1982,29.8,Bourg-Saint-Maurice,73054,242.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0954306C,2026-04-05,2036-04-04,C,C,appartement,2013-2021,21.9,La Plagne Tarentaise,73150,140.0,existant,La Plagne
2673E0953635H,2026-04-05,2036-04-04,D,B,maison,avant 1948,201.6,Bourg-Saint-Maurice,73054,181.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0913831J,2026-04-01,2036-03-31,F,F,appartement,1975-1977,60.8,Val-D-Isère,73304,335.2,existant,Val d'Isère
2573E2638833O,2025-08-19,2035-08-18,E,C,appartement,1989-2000,22.3,Val-D-Isère,73304,398.0,existant,Val d'Isère
2573E0294326F,2025-01-28,2035-01-27,D,B,appartement,2001-2005,61.1,Bourg-Saint-Maurice,73054,246.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E0924244W,2026-04-01,2036-03-31,C,B,appartement,1983-1988,17.1,Bourg-Saint-Maurice,73054,243.4,existant,Les Arcs / Bourg-Saint-Maurice
2673E0925723T,2026-04-02,2036-04-01,E,C,appartement,1948-1974,22.1,La Plagne Tarentaise,73150,321.0,existant,La Plagne
2573E3822621W,2025-12-05,2035-12-04,E,C,appartement,1978-1982,27.3,La Plagne Tarentaise,73150,374.1,existant,La Plagne
2573E2921676D,2025-09-16,2035-09-15,E,B,appartement,1948-1974,27.9,Montvalezan,73176,290.2,existant,La Rosière
2673E0961657V,2026-04-07,2036-04-06,F,F,appartement,1948-1974,22.0,Tignes,73296,349.0,existant,Tignes
2673E0979524A,2026-04-08,2036-04-07,D,D,appartement,1975-1977,23.3,Tignes,73296,162.0,existant,Tignes
2573E3270559S,2025-10-16,2035-10-15,E,C,appartement,1989-2000,28.7,La Plagne Tarentaise,73150,378.9,existant,La Plagne
2673E1012536S,2026-04-12,2036-04-11,C,C,appartement,2013-2021,33.3,La Plagne Tarentaise,73150,106.0,existant,La Plagne
2673E1008368K,2026-04-11,2036-04-10,F,F,appartement,1978-1982,110.6,Bourg-Saint-Maurice,73054,332.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0995504Q,2026-04-10,2036-04-09,D,D,appartement,1948-1974,53.6,Tignes,73296,137.0,existant,Tignes
2673E0958510U,2026-04-07,2036-04-06,E,C,appartement,1978-1982,16.3,Bourg-Saint-Maurice,73054,426.3,existant,Les Arcs / Bourg-Saint-Maurice
2673E1021132I,2026-04-13,2036-04-12,G,G,appartement,1948-1974,21.5,Tignes,73296,454.0,existant,Tignes
2673E1013003R,2026-04-13,2036-04-12,D,C,appartement,1948-1974,24.2,La Plagne Tarentaise,73150,242.0,existant,La Plagne
2673E0965862O,2026-04-07,2036-04-06,C,A,appartement,1989-2000,44.8,Val-D-Isère,73304,148.2,existant,Val d'Isère
2673E1010264I,2026-04-12,2036-04-11,C,A,maison,2013-2021,78.0,La Plagne Tarentaise,73150,129.0,existant,La Plagne
2673E0959022M,2026-04-07,2036-04-06,D,A,appartement,1978-1982,39.3,Bourg-Saint-Maurice,73054,189.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0980035R,2026-04-08,2036-04-07,F,C,appartement,1978-1982,24.4,Montvalezan,73176,534.0,existant,La Rosière
2573E3030661W,2025-09-25,2035-09-24,F,C,appartement,1983-1988,33.5,La Plagne Tarentaise,73150,509.2,existant,La Plagne
2673E0992366Y,2026-04-09,2036-04-08,D,D,appartement,1948-1974,53.6,Tignes,73296,137.0,existant,Tignes
2273E3175599H,2022-12-28,2032-12-27,C,B,appartement,1948-1974,20.1,Bourg-Saint-Maurice,73054,198.2,existant,Les Arcs / Bourg-Saint-Maurice
2673E0959591J,2026-04-07,2036-04-06,E,B,appartement,2006-2012,43.5,Bourg-Saint-Maurice,73054,267.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0980425R,2026-04-08,2036-04-07,D,B,appartement,1983-1988,17.2,Bourg-Saint-Maurice,73054,288.0,existant,Les Arcs / Bourg-Saint-Maurice
2573E1951522N,2025-06-14,2035-06-13,D,C,appartement,avant 1948,70.6,Bourg-Saint-Maurice,73054,189.0,existant,Les Arcs / Bourg-Saint-Maurice
2573E4016112V,2025-12-23,2035-12-22,F,C,appartement,1983-1988,15.9,Bourg-Saint-Maurice,73054,474.0,existant,Les Arcs / Bourg-Saint-Maurice
2573E1844002D,2025-06-04,2035-06-03,D,B,appartement,1989-2000,40.4,Val-D-Isère,73304,212.9,existant,Val d'Isère
2673E0965161P,2026-04-07,2036-04-06,C,A,appartement,1989-2000,33.6,Val-D-Isère,73304,140.1,existant,Val d'Isère
2673E1013291T,2026-04-13,2036-04-12,E,B,appartement,1975-1977,55.9,La Plagne Tarentaise,73150,280.0,existant,La Plagne
2673E0969975T,2026-04-08,2036-04-07,E,C,appartement,1975-1977,56.0,Peisey-Nancroix,73197,371.0,existant,Peisey-Vallandry
2673E1010465B,2026-04-12,2036-04-11,D,D,appartement,1948-1974,31.4,Val-D-Isère,73304,140.0,existant,Val d'Isère
2673E0966731Z,2026-04-07,2036-04-06,D,B,appartement,avant 1948,46.6,Bourg-Saint-Maurice,73054,228.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0962284Y,2026-04-07,2036-04-06,E,E,appartement,1948-1974,49.6,Tignes,73296,231.0,existant,Tignes
2673E1013323Z,2026-04-13,2036-04-12,E,C,appartement,1975-1977,55.9,La Plagne Tarentaise,73150,288.0,existant,La Plagne
2673E0976885N,2026-04-08,2036-04-07,E,C,appartement,1983-1988,38.9,Bourg-Saint-Maurice,73054,329.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E0990571X,2026-04-09,2036-04-08,E,C,appartement,1975-1977,15.6,La Plagne Tarentaise,73150,420.0,existant,La Plagne
2673E0980500O,2026-04-08,2036-04-07,E,C,maison,1989-2000,73.9,Sainte-Foy-Tarentaise,73232,310.0,existant,Sainte-Foy
2673E1021959D,2026-04-13,2036-04-12,E,C,maison,1948-1974,45.8,La Plagne Tarentaise,73150,384.0,existant,La Plagne
2673E0959528Y,2026-04-07,2036-04-06,E,C,appartement,1983-1988,23.0,Val-D-Isère,73304,402.1,existant,Val d'Isère
2673E1020223J,2026-04-13,2036-04-12,C,C,appartement,2013-2021,33.2,La Plagne Tarentaise,73150,114.0,existant,La Plagne
2273E1380187Z,2022-06-17,2032-06-16,E,C,appartement,2006-2012,45.7,La Plagne Tarentaise,73150,328.0,existant,La Plagne
2673E1010277V,2026-04-12,2036-04-11,E,C,appartement,1983-1988,27.1,La Plagne Tarentaise,73150,382.0,existant,La Plagne
2673E0966346E,2026-04-07,2036-04-06,C,A,appartement,1989-2000,63.1,Val-D-Isère,73304,129.4,existant,Val d'Isère
2573E2474471Y,2025-07-28,2035-07-27,G,G,appartement,1948-1974,66.0,Tignes,73296,377.3,existant,Tignes
2673E0986200U,2026-04-09,2036-04-08,E,C,appartement,1978-1982,29.9,Montvalezan,73176,372.0,existant,La Rosière
2673E0966633F,2026-04-07,2036-04-06,C,A,appartement,1989-2000,52.1,Val-D-Isère,73304,151.0,existant,Val d'Isère
2673E0979816G,2026-04-08,2036-04-07,D,D,appartement,1975-1977,23.3,Tignes,73296,161.0,existant,Tignes
2673E1011306K,2026-04-12,2036-04-11,D,B,appartement,2006-2012,48.4,La Plagne Tarentaise,73150,204.0,existant,La Plagne
2373E3394076H,2023-08-31,2033-08-30,C,B,appartement,1983-1988,96.4,Val-D-Isère,73304,177.1,existant,Val d'Isère
2673E1005155V,2026-04-10,2036-04-09,E,C,appartement,1983-1988,26.4,La Plagne Tarentaise,73150,418.0,existant,La Plagne
2673E1014109F,2026-04-13,2036-04-12,D,B,appartement,1983-1988,64.6,La Plagne Tarentaise,73150,182.0,existant,La Plagne
2373E0599948V,2023-02-23,2033-02-22,E,E,appartement,1948-1974,49.5,Tignes,73296,218.6,existant,Tignes
2573E3283479Q,2025-10-16,2035-10-15,F,C,appartement,1978-1982,25.2,La Plagne Tarentaise,73150,432.2,existant,La Plagne
2573E0590386D,2025-02-21,2035-02-20,D,D,appartement,1948-1974,80.9,Bourg-Saint-Maurice,73054,198.7,existant,Les Arcs / Bourg-Saint-Maurice
2573E0950886N,2025-03-20,2035-03-19,G,C,appartement,1983-1988,21.5,Val-D-Isère,73304,591.2,existant,Val d'Isère
2673E1090949P,2026-04-20,2036-04-19,D,B,appartement,2013-2021,38.1,Tignes,73296,215.0,existant,Tignes
2673E1075865L,2026-04-18,2036-04-17,C,B,appartement,1983-1988,65.0,La Plagne Tarentaise,73150,170.0,existant,La Plagne
2273E1790080C,2022-08-04,2032-08-03,C,B,appartement,après 2021,106.9,Montvalezan,73176,179.6,existant,La Rosière
2573E2293364H,2025-07-10,2035-07-09,D,B,appartement,2013-2021,80.4,Montvalezan,73176,182.5,existant,La Rosière
2673E1053506M,2026-04-16,2036-04-15,E,B,maison,2001-2005,151.5,Sainte-Foy-Tarentaise,73232,278.0,existant,Sainte-Foy
2673E1051057H,2026-04-15,2036-04-14,E,B,appartement,1978-1982,66.5,Bourg-Saint-Maurice,73054,278.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E1063852K,2026-04-16,2036-04-15,E,C,appartement,1975-1977,26.4,La Plagne Tarentaise,73150,398.0,existant,La Plagne
2473E3240762Q,2024-09-18,2034-09-17,F,C,maison,avant 1948,109.8,Bourg-Saint-Maurice,73054,474.6,existant,Les Arcs / Bourg-Saint-Maurice
2273E1323140W,2022-06-15,2032-06-14,F,C,maison,1948-1974,116.0,Sainte-Foy-Tarentaise,73232,392.3,existant,Sainte-Foy
2673E1061847H,2026-04-16,2036-04-15,E,B,appartement,1983-1988,21.4,Bourg-Saint-Maurice,73054,330.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E1026529X,2026-04-14,2036-04-13,F,C,appartement,1975-1977,34.6,La Plagne Tarentaise,73150,406.0,existant,La Plagne
2473E3987396I,2024-11-12,2034-11-11,D,B,maison,1948-1974,77.1,Bourg-Saint-Maurice,73054,210.5,existant,Les Arcs / Bourg-Saint-Maurice
2573E1451746J,2025-04-29,2035-04-28,F,C,appartement,1975-1977,35.2,La Plagne Tarentaise,73150,449.3,existant,La Plagne
2673E1039649N,2026-04-15,2036-04-14,G,G,appartement,1948-1974,77.9,Val-D-Isère,73304,626.0,existant,Val d'Isère
2573E2147319E,2025-06-30,2035-06-29,F,C,appartement,1975-1977,35.0,La Plagne Tarentaise,73150,458.1,existant,La Plagne
2673E1043506W,2026-04-15,2036-04-14,E,E,appartement,1948-1974,21.5,Val-D-Isère,73304,244.0,existant,Val d'Isère
2673E0011036M,2026-01-05,2036-01-04,E,C,appartement,2001-2005,79.2,Val-D-Isère,73304,322.3,existant,Val d'Isère
2673E1074787Z,2026-04-17,2036-04-16,D,B,appartement,2013-2021,63.5,Peisey-Nancroix,73197,194.0,existant,Peisey-Vallandry
2373E1592750N,2023-05-14,2033-05-13,D,B,appartement,2001-2005,33.9,Bourg-Saint-Maurice,73054,243.7,existant,Les Arcs / Bourg-Saint-Maurice
2573E2019810Z,2025-06-19,2035-06-18,F,F,appartement,1948-1974,57.2,Val-D-Isère,73304,319.3,existant,Val d'Isère
2273E1503355F,2022-06-07,2032-06-06,D,B,appartement,2006-2012,80.1,Bourg-Saint-Maurice,73054,230.7,existant,Les Arcs / Bourg-Saint-Maurice
2673E1080608W,2026-04-20,2036-04-19,C,B,appartement,1983-1988,64.6,La Plagne Tarentaise,73150,170.0,existant,La Plagne
2673E1054435F,2026-04-16,2036-04-15,E,E,appartement,1948-1974,16.7,La Plagne Tarentaise,73150,287.0,existant,La Plagne
2673E1090781D,2026-04-20,2036-04-19,E,C,appartement,1948-1974,13.4,La Plagne Tarentaise,73150,374.0,existant,La Plagne
2673E1039042E,2026-04-15,2036-04-14,D,B,appartement,1983-1988,19.7,Montvalezan,73176,277.0,existant,La Rosière
2673E1085733Z,2026-04-20,2036-04-19,E,B,appartement,1975-1977,78.3,Bourg-Saint-Maurice,73054,278.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E1075913H,2026-04-18,2036-04-17,C,B,appartement,1983-1988,65.0,La Plagne Tarentaise,73150,170.0,existant,La Plagne
2673E1032293P,2026-04-14,2036-04-13,C,B,appartement,1983-1988,64.6,La Plagne Tarentaise,73150,177.0,existant,La Plagne
2273E2347406S,2022-10-10,2032-10-09,D,B,appartement,2013-2021,35.3,Tignes,73296,219.4,existant,Tignes
2673E1038144Q,2026-04-14,2036-04-13,E,E,appartement,1975-1977,40.0,Tignes,73296,194.0,existant,Tignes
2573E3666515U,2025-11-21,2035-11-20,E,A,appartement,1948-1974,32.0,La Plagne Tarentaise,73150,265.3,existant,La Plagne
2673E1072894E,2026-04-17,2036-04-16,C,B,appartement,2013-2021,35.2,La Plagne Tarentaise,73150,136.0,existant,La Plagne
2573E3657749Q,2025-11-20,2035-11-19,D,D,appartement,2013-2021,100.1,Tignes,73296,155.2,existant,Tignes
2673E1035393V,2026-04-14,2036-04-13,E,B,appartement,1948-1974,47.7,La Plagne Tarentaise,73150,273.0,existant,La Plagne
2673E1089579X,2026-04-20,2036-04-19,D,C,appartement,1948-1974,13.4,La Plagne Tarentaise,73150,294.0,existant,La Plagne
2673E1074355J,2026-04-17,2036-04-16,E,D,appartement,1948-1974,41.9,La Plagne Tarentaise,73150,367.0,existant,La Plagne
2673E1036845R,2026-04-14,2036-04-13,F,F,maison,avant 1948,162.0,Bourg-Saint-Maurice,73054,306.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E1026820C,2026-04-14,2036-04-13,E,C,appartement,1978-1982,51.2,Val-D-Isère,73304,280.5,existant,Val d'Isère
2173E0474861S,2021-10-11,2031-10-10,G,C,appartement,2006-2012,18.5,Tignes,73296,577.8,existant,Tignes
2273E2361450W,2022-10-11,2032-10-10,E,C,appartement,1983-1988,22.7,Val-D-Isère,73304,327.6,existant,Val d'Isère
2473E3475920E,2024-10-04,2034-10-03,F,C,appartement,1948-1974,155.2,Bourg-Saint-Maurice,73054,454.5,existant,Les Arcs / Bourg-Saint-Maurice
2573E3361138N,2025-10-24,2035-10-23,E,B,appartement,1975-1977,24.5,Bourg-Saint-Maurice,73054,293.7,existant,Les Arcs / Bourg-Saint-Maurice
2573E2707474P,2025-08-27,2035-08-26,E,C,appartement,1978-1982,24.3,La Plagne Tarentaise,73150,351.3,existant,La Plagne
2273E2166346W,2022-09-21,2032-09-20,D,B,appartement,1978-1982,40.0,Bourg-Saint-Maurice,73054,190.1,existant,Les Arcs / Bourg-Saint-Maurice
2273E2764519N,2022-11-21,2032-11-20,D,D,appartement,1948-1974,78.0,Bourg-Saint-Maurice,73054,153.0,existant,Les Arcs / Bourg-Saint-Maurice
2573N3459186Y,2025-11-03,2035-11-02,B,A,maison,2013-2021,366.2,Sainte-Foy-Tarentaise,73232,78.8,neuf,Sainte-Foy
2173N0207513L,2021-08-24,2031-08-23,A,A,maison,2013-2021,125.9,La Plagne Tarentaise,73150,55.4,neuf,La Plagne
2173N0957023T,2021-11-24,2031-11-23,B,A,maison,2013-2021,229.6,Bourg-Saint-Maurice,73054,73.4,neuf,Les Arcs / Bourg-Saint-Maurice
2173N0263674M,2021-09-04,2031-09-03,C,C,appartement,après 2021,114.6,Val-D-Isère,73304,104.8,neuf,Val d'Isère
2173N0966335X,2021-11-24,2031-11-23,B,A,maison,2013-2021,229.6,Bourg-Saint-Maurice,73054,73.4,neuf,Les Arcs / Bourg-Saint-Maurice
2173N0966216I,2021-11-25,2031-11-24,A,A,maison,2013-2021,359.4,Bourg-Saint-Maurice,73054,60.8,neuf,Les Arcs / Bourg-Saint-Maurice
2573N0347154K,2025-01-30,2035-01-29,B,A,appartement,après 2021,58.8,La Plagne Tarentaise,73150,93.5,neuf,La Plagne
2573N0494315L,2025-02-13,2035-02-12,B,A,appartement,après 2021,134.8,Val-D-Isère,73304,91.3,neuf,Val d'Isère
2573N0347262O,2025-01-30,2035-01-29,B,A,appartement,après 2021,65.5,La Plagne Tarentaise,73150,94.5,neuf,La Plagne
2173N0828660S,2021-12-02,2031-12-01,A,A,maison,2013-2021,80.5,La Plagne Tarentaise,73150,50.9,neuf,La Plagne
2573N0347291R,2025-01-30,2035-01-29,B,A,appartement,après 2021,144.6,La Plagne Tarentaise,73150,76.9,neuf,La Plagne
2273N3067993Y,2022-12-16,2032-12-15,D,D,appartement,après 2021,61.6,Bourg-Saint-Maurice,73054,131.0,neuf,Les Arcs / Bourg-Saint-Maurice
2273N0417402D,2022-03-01,2032-02-29,D,D,appartement,après 2021,59.1,Sainte-Foy-Tarentaise,73232,129.2,neuf,Sainte-Foy
2473N3151483E,2024-09-11,2034-09-10,C,C,appartement,après 2021,61.0,Peisey-Nancroix,73197,106.3,neuf,Peisey-Vallandry
2373N4228450Y,2023-12-08,2033-12-07,B,A,appartement,après 2021,73.2,Montvalezan,73176,75.3,neuf,La Rosière
2273N0404709Y,2022-03-01,2032-02-29,D,D,appartement,après 2021,64.9,Sainte-Foy-Tarentaise,73232,130.9,neuf,Sainte-Foy
2373N4228474W,2023-12-08,2033-12-07,B,A,appartement,après 2021,73.2,Montvalezan,73176,70.0,neuf,La Rosière
2273N3067977I,2022-12-16,2032-12-15,C,C,appartement,après 2021,62.0,Bourg-Saint-Maurice,73054,114.6,neuf,Les Arcs / Bourg-Saint-Maurice
2273N0404695K,2022-03-01,2032-02-29,C,C,appartement,après 2021,96.1,Sainte-Foy-Tarentaise,73232,99.8,neuf,Sainte-Foy
2573N3841759H,2025-12-08,2035-12-07,B,B,appartement,après 2021,63.3,Bourg-Saint-Maurice,73054,100.1,neuf,Les Arcs / Bourg-Saint-Maurice
2573N3841698Y,2025-12-08,2035-12-07,B,B,appartement,après 2021,111.0,Bourg-Saint-Maurice,73054,81.3,neuf,Les Arcs / Bourg-Saint-Maurice
2373N0780943N,2023-03-09,2033-03-08,C,C,appartement,2013-2021,29.8,Val-D-Isère,73304,127.2,neuf,Val d'Isère
2373N2475881L,2023-07-23,2033-07-22,B,B,appartement,après 2021,96.9,La Plagne Tarentaise,73150,90.9,neuf,La Plagne
2473N0727007C,2024-02-28,2034-02-27,C,C,appartement,après 2021,33.8,Val-D-Isère,73304,68.8,neuf,Val d'Isère
2273N0404680V,2022-03-01,2032-02-29,C,C,appartement,après 2021,54.8,Sainte-Foy-Tarentaise,73232,110.9,neuf,Sainte-Foy
2373N2475924C,2023-07-23,2033-07-22,B,B,appartement,après 2021,119.1,La Plagne Tarentaise,73150,88.8,neuf,La Plagne
2373N4228446U,2023-12-08,2033-12-07,A,A,appartement,après 2021,72.4,Montvalezan,73176,65.1,neuf,La Rosière
2573N1147635D,2025-04-03,2035-04-02,C,C,appartement,après 2021,155.6,Val-D-Isère,73304,98.2,neuf,Val d'Isère
2573N0347266S,2025-01-30,2035-01-29,B,A,appartement,après 2021,68.2,La Plagne Tarentaise,73150,94.5,neuf,La Plagne
2473N3151500V,2024-09-11,2034-09-10,C,C,appartement,après 2021,59.1,Peisey-Nancroix,73197,106.9,neuf,Peisey-Vallandry
2373N2475926E,2023-07-23,2033-07-22,B,B,appartement,après 2021,96.9,La Plagne Tarentaise,73150,90.9,neuf,La Plagne
2573N2844597X,2025-09-09,2035-09-08,C,A,appartement,après 2021,40.3,Bourg-Saint-Maurice,73054,122.3,neuf,Les Arcs / Bourg-Saint-Maurice
2573N2844724U,2025-09-09,2035-09-08,C,A,appartement,après 2021,44.0,Bourg-Saint-Maurice,73054,119.5,neuf,Les Arcs / Bourg-Saint-Maurice
2473N0726970R,2024-02-28,2034-02-27,C,C,appartement,après 2021,21.5,Val-D-Isère,73304,79.8,neuf,Val d'Isère
2273N0404693I,2022-03-01,2032-02-29,C,C,appartement,après 2021,62.3,Sainte-Foy-Tarentaise,73232,113.8,neuf,Sainte-Foy
2473N3151423W,2024-09-11,2034-09-10,C,C,appartement,après 2021,60.8,Peisey-Nancroix,73197,106.3,neuf,Peisey-Vallandry
2473N0726944R,2024-02-28,2034-02-27,C,C,appartement,après 2021,25.1,Val-D-Isère,73304,75.5,neuf,Val d'Isère
2573N2844711H,2025-09-09,2035-09-08,C,A,appartement,après 2021,40.3,Bourg-Saint-Maurice,73054,122.3,neuf,Les Arcs / Bourg-Saint-Maurice
2273N0404722L,2022-03-01,2032-02-29,D,D,appartement,après 2021,59.1,Sainte-Foy-Tarentaise,73232,124.4,neuf,Sainte-Foy
2573N0347284K,2025-01-30,2035-01-29,B,A,appartement,après 2021,42.0,La Plagne Tarentaise,73150,98.5,neuf,La Plagne
2573N0347066A,2025-01-30,2035-01-29,B,A,appartement,après 2021,82.6,La Plagne Tarentaise,73150,89.8,neuf,La Plagne
2273N3068013S,2022-12-16,2032-12-15,C,C,appartement,après 2021,65.8,Bourg-Saint-Maurice,73054,100.8,neuf,Les Arcs / Bourg-Saint-Maurice
2573N0347198C,2025-01-30,2035-01-29,B,A,appartement,après 2021,44.0,La Plagne Tarentaise,73150,87.4,neuf,La Plagne
2373N0781295B,2023-03-09,2033-03-08,C,C,appartement,2013-2021,46.0,Val-D-Isère,73304,125.0,neuf,Val d'Isère
2373N2475875F,2023-07-23,2033-07-22,B,B,appartement,après 2021,119.1,La Plagne Tarentaise,73150,88.8,neuf,La Plagne
2573N0347140W,2025-01-30,2035-01-29,B,A,appartement,après 2021,62.8,La Plagne Tarentaise,73150,89.4,neuf,La Plagne
2573N0347295V,2025-01-30,2035-01-29,B,A,appartement,après 2021,83.0,La Plagne Tarentaise,73150,85.2,neuf,La Plagne
2373N4228445T,2023-12-08,2033-12-07,B,A,appartement,après 2021,73.2,Montvalezan,73176,75.3,neuf,La Rosière
2273N0417343W,2022-03-01,2032-02-29,C,C,appartement,après 2021,112.5,Sainte-Foy-Tarentaise,73232,88.7,neuf,Sainte-Foy
